Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,states
1.17629132920842,1.39837794114764,1.65550072864115,1.64404059280223,1.90315054412225,1.76865604718268,1.61605700593164,1.82216751598295,1.79750863508386,2.10041765106811,1.99968120123597,1.6741772393948,2.2407651732548,2.28084334485102,2.4392964960731,2.56047442331975,2.49767374783367,2.67525260418439,2.44415338450525,2.28524043734909,2.29045752334173,1.93621346463985,1.77580608964567,1.28200646139555,2.16485969136639,1.98627293418051,1.79895451794865,1.23098359783797,1.1999052971946,1.15133913636261,1.24202166223939,1.12039784051701,1
0.494000797692897,1.42182457481738,0.644552435818744,0.947551672807001,1.39071753441731,1.19428430731285,0.589838441970928,1.63048178512679,1.65721527872103,2.26543489051098,1.71658853220552,1.63752271662187,2.21983453010944,2.34350953549996,2.38423745517212,3.16347262798597,2.95262980205664,3.31445939515863,2.74735140776619,2.73765858145628,2.25977881511762,1.79314127949974,1.28879629523129,0.877851126103731,1.67424426699185,1.68778754161515,1.16819958800983,0.882881660204698,1.04980730719152,0.580366533662302,0.886122676577511,0.586940868445766,1
0.493188828435666,1.40808964280366,1.03467008852192,1.20359067199676,1.68857308894421,1.56841792727322,1.2051060812371,1.73050195953941,1.67024914763081,2.07541990463522,1.69965703736058,1.81617807156532,1.63007112233712,2.20922559711825,1.92159158071265,1.68045001320441,1.6003264314698,1.31106187401236,0.974239008327731,1.25494532106125,1.47057668590157,1.20640691561571,1.40956647391828,1.35811757994145,1.58490726841037,1.16567483468102,1.32974814259712,1.00864613806298,1.06552857306722,0.647277862253979,1.25491920451336,0.647455072239255,1
0.52447257404651,1.11291323019947,0.547957104101711,1.01689746395482,1.4305717203849,0.9061733313699,0.648434234573896,1.13951090626508,1.69347597449181,1.96823765831748,1.81066254568723,1.28662761495203,2.00893186843417,2.45025156840544,2.24411190136399,2.20660062709112,1.91007842179485,1.84786047433644,1.90208554267424,1.66080439628634,1.53296063615206,1.29528292807746,1.53925430131603,0.837855765065957,1.16056289781353,1.1469192531553,1.33067913549724,0.791282766043757,0.81818458154214,0.909168217557096,0.877092826121542,0.802732207126894,1
0.681064762467518,1.13370743088068,0.79419396218426,0.957392944764105,1.33619894989653,1.01950838566234,1.30858817169153,1.45720408512735,1.53708587677783,2.20755795253379,2.0866658409633,1.42556520132864,1.99081968152997,2.27338631639244,2.53878037813512,2.37026891110032,2.53575299804482,2.48362094826009,2.55989630192639,2.47551550397724,2.26441591465678,1.65931452314625,1.67739192771197,1.1691620069478,1.28033440495338,1.59481936200637,1.23311729452333,0.905382811180285,0.926920629756755,0.794190112394785,0.837049942687211,0.586351852940846,1
0.736969373537413,1.48734088492504,1.41763615444706,0.933445091644702,1.06954113120186,1.38246809799463,1.47854694567284,1.02804173447944,1.31428651676341,1.04423053187201,1.64428259623585,1.92078596463074,1.97067591815075,2.05926679822469,1.71828070870143,2.06209304279827,1.85791933241557,1.79752932307381,1.43849631468373,2.06642705729102,1.14484202428489,1.11272154896375,1.59017322833084,1.12208484867266,1.10254093680978,1.15477553592821,0.908593512665459,0.724203909974712,1.5416785201582,0.940998297852877,0.675334314366186,0.690604989290083,1
0.467292938897911,1.26339117529594,0.929096163492565,1.02188608702977,1.53792386685106,1.32583451888421,1.7485206573222,2.19184593671788,1.84482663159969,1.89999382460797,2.33680186396957,2.49626594568153,2.98913102154066,2.8939163601441,2.45889932878873,2.6758824512202,2.42705195484524,2.14061226279995,2.64381895537992,2.42709582259037,1.65274077328705,1.6885710422721,2.23963611623519,1.85452112602646,1.89960738469819,1.23622310565087,1.18250936504397,0.93418175468445,1.54158108347527,0.83410835414582,0.842657040466657,0.542716435198154,1
0.663896512768126,1.5777136635495,0.983675624840372,1.46750546591956,2.02655695747942,1.71444735341699,1.36725139513588,2.01602572296159,2.334119303962,2.19852722486386,2.09356174183599,1.94479941598723,2.28490920511892,2.37600886133598,2.40888747507344,1.87341932811337,1.90808339104431,1.59436143943733,1.84456163810531,2.10963343009159,1.81153264581793,1.59713107960781,1.66603972595985,1.34204868076978,1.55891120838381,1.54214813229452,1.66933170683295,0.898155743700129,1.29006575775194,0.796992837696213,0.842302214092708,0.620779102203497,1
0.440345488491371,1.17882278100819,1.38896305673178,0.737686601472235,1.47342287038888,1.03112335785428,1.53053966005903,1.22398796458834,1.13442123938034,1.70274887575962,1.64452510490948,1.44483677414986,2.24305775682231,2.07467333373183,2.27880288387717,2.39882026227131,2.01181606091329,2.0164395456166,2.3612522340548,2.47743178565743,1.9945702821889,1.75769088605145,1.59708984276738,0.968890098950449,1.65813787138645,1.28879086018664,1.4020783588355,0.683358916191691,0.846561084217351,0.627299673010373,0.894447102205892,0.412244935191892,1
0.587648318567517,1.4189261686699,0.980358924678633,0.83021110649292,1.40224686146031,0.907299869334472,1.0007354576304,1.15962809869324,1.43740173775506,1.02777793668734,1.26828082669266,1.47804108686557,2.10124852640649,1.78789959395954,1.3616396804664,1.29904446919729,1.39097236135045,1.53595419163377,3.59914397209043,2.96114869408723,1.75268868442661,2.21433990896027,2.38260802245109,1.17433408599934,1.35175500652203,1.84236765970699,1.15643423295058,1.26504966092425,1.1669412440945,1.13513483208413,1.00174871207547,0.790336752072945,1
