Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,states
4.409857870838944e-07,1.0977882270765238e-06,1.3729109288862466e-06,1.2628925554743258e-06,1.776386001982536e-06,1.2605452026236592e-06,8.390940782683644e-07,1.771678076616363e-06,1.9188628242765886e-06,2.7712539091456507e-06,2.430794429510253e-06,1.9368307603503714e-06,2.868476479465063e-06,3.1625685452933188e-06,3.2501398851589946e-06,3.881388391783578e-06,3.2257736619517797e-06,2.735530959532171e-06,2.071644475678796e-06,1.962910294130938e-06,1.9015224162164653e-06,1.5877905033239535e-06,1.4979740107797644e-06,9.668662982858153e-07,8.406387289736662e-07,1.4893571425174989e-06,1.3916810907056208e-06,8.182305005897123e-07,7.438246179953984e-07,6.495567539482092e-07,8.409122547476932e-07,5.209913090099032e-07,1
4.797839222365441e-07,9.1376891753085e-07,7.3544114151484e-07,7.723175556627764e-07,1.0351641504818932e-06,6.267448478086267e-07,9.964356118078213e-07,1.279592849930091e-06,1.46260759285065e-06,1.087456940321548e-06,1.5870230476942486e-06,1.320574884529426e-06,2.0873064727935755e-06,1.5308283733068027e-06,1.555701383842103e-06,1.4124530111672974e-06,1.3232433911448656e-06,1.4194939146254003e-06,2.398140268692446e-06,1.6335793236885734e-06,1.2926347555319736e-06,1.3557162590806193e-06,1.5817910297657921e-06,1.3729323720335433e-06,1.2755250745850128e-06,1.4409966111214223e-06,8.408000997379206e-07,6.875133643348955e-07,1.2001469857195058e-06,6.829428023703732e-07,5.329062729896333e-07,5.604916806652946e-07,1
1.0477113013006797e-06,1.4750366199328438e-06,9.302915048806894e-07,1.1413755019600375e-06,1.8678583051070372e-06,9.657607900084788e-07,1.6999599520664902e-06,1.0337536408199628e-06,1.3596003650179607e-06,2.234932484215774e-06,1.4425110399849994e-06,1.4304924938250635e-06,2.704326285115638e-06,1.593684992168768e-06,1.9545483479177786e-06,2.13893321534239e-06,2.1984076880197887e-06,1.752839177324906e-06,2.416002060034064e-06,1.7330682363284137e-06,2.0831190881541717e-06,1.5629615845668962e-06,2.3916520873341353e-06,1.5503061742252614e-06,1.7830668365983846e-06,1.8280487416813315e-06,1.8780816095586718e-06,9.171615061423514e-07,1.446850402569074e-06,9.284858213749237e-07,1.3415919241642254e-06,1.0763204126676037e-06,1
6.201899617315501e-07,1.0592572374065101e-06,1.3477706728049449e-06,1.459141657509507e-06,2.0520212163329452e-06,2.008238238475593e-06,1.2462633508368161e-06,1.8259511274252694e-06,2.1846209462389435e-06,2.8566539287868744e-06,2.4994820853997564e-06,2.148001522343556e-06,2.4346429431137285e-06,2.3809017670889263e-06,2.505920191265204e-06,2.7467912769163666e-06,2.3137435077025405e-06,2.150302144818794e-06,2.652464158164101e-06,1.7261654507136413e-06,1.710025189159259e-06,1.7620219245364272e-06,2.151276685760329e-06,1.911702467575921e-06,1.5744681624414806e-06,1.3901005284485622e-06,1.1809589877543955e-06,1.1719064965290009e-06,1.7283868282620744e-06,7.227000395476207e-07,1.0667753971557216e-06,4.868738541440117e-07,1
4.4422388543228046e-07,1.3044700901395706e-06,8.070785980170834e-07,8.97888291936801e-07,1.5132660166156108e-06,1.0928502298228609e-06,9.955826807307225e-07,1.2558408847459211e-06,1.6356200617107812e-06,1.9530704538101674e-06,1.6619460865716674e-06,1.2738748072446553e-06,1.8017255639961088e-06,1.97920788764149e-06,2.304278960903309e-06,3.0941126729330813e-06,2.700938128883457e-06,3.0198405661262637e-06,2.4398745235644866e-06,2.192802764507506e-06,1.6599654651148515e-06,1.2701361083036546e-06,1.242713560757444e-06,1.0264810029217541e-06,1.193395750419002e-06,9.638006161511574e-07,6.821549652114788e-07,1.0100090306362566e-06,1.2624656114930838e-06,8.263423367794756e-07,6.441883309193308e-07,5.97632178648976e-07,1
1.0205076990401132e-06,1.0509469069134233e-06,1.4733152137562367e-06,1.1551238258366097e-06,1.2462725931194266e-06,1.2283207712724958e-06,1.4061919953650234e-06,1.4314383108453383e-06,1.2200028202944075e-06,1.6294159096821254e-06,1.6453477063545487e-06,1.5117348542368116e-06,1.6263820774896544e-06,1.978063979480897e-06,1.6920581848035285e-06,2.0326837741711403e-06,1.939702444335961e-06,2.088570717840346e-06,1.9307084479818122e-06,1.646835608582932e-06,1.964262595586532e-06,1.3082380224076624e-06,1.3466097229888558e-06,9.481560118318936e-07,1.5727257130460716e-06,1.4349702056322119e-06,1.1694401926447277e-06,9.012936007116532e-07,9.434202317671288e-07,9.132712924472457e-07,8.190500147551092e-07,9.506314314102655e-07,2
4.111482011960129e-07,1.3352758511979854e-06,1.004572605399717e-06,9.08877986710607e-07,1.0478855224125207e-06,1.004207240084851e-06,8.411726358110554e-07,1.0428428120637895e-06,1.0604804080165893e-06,1.5369731996535873e-06,1.172474242687514e-06,1.3096270699857926e-06,2.273419390828914e-06,1.7246145882546854e-06,1.8485731772726592e-06,2.5879181073432092e-06,2.595993190210954e-06,2.944760947848402e-06,2.5480917606029722e-06,2.5875872934168384e-06,2.304530503161053e-06,1.830306004433679e-06,1.1683368238058887e-06,6.728041486730462e-07,1.6728727808552723e-06,1.5256194436344897e-06,1.1037102886224855e-06,5.593553954726761e-07,1.0891821129991884e-06,5.162757000688745e-07,6.474942506879709e-07,4.349866393416538e-07,2
3.7830097689895674e-07,8.103602612267498e-07,7.570968025795494e-07,7.470428197063463e-07,1.4175130936919926e-06,1.1592091964033657e-06,1.1187815673886083e-06,1.4868708049898165e-06,1.2935100865013378e-06,1.4822702624898488e-06,1.1425530264569928e-06,1.1730199570897157e-06,1.0462765333475346e-06,1.501667733646777e-06,1.3296249697328023e-06,1.3590058849246203e-06,1.3918926492772731e-06,1.4827028473880998e-06,1.1891762659777875e-06,1.2770107257431633e-06,1.5665285994954518e-06,1.0980285997952365e-06,9.453033479412317e-07,1.1402987626073043e-06,1.5238280841519896e-06,1.1443895393267528e-06,1.234806449022158e-06,1.0137958872521007e-06,9.596418549824279e-07,4.761574928034431e-07,1.1272620461922781e-06,5.290275131962153e-07,2
5.540313202012665e-07,1.2478473047243303e-06,6.087744923402802e-07,1.2206236661875474e-06,1.8191412853675244e-06,1.6413357334760012e-06,1.0004653732542243e-06,1.7348139386304331e-06,1.827579174048443e-06,2.377758866223642e-06,1.9309976275663014e-06,1.7996239328425992e-06,1.9007618715154017e-06,2.635237442163533e-06,2.378591993167959e-06,2.287138539165672e-06,2.1019313154038415e-06,1.5679580645438282e-06,1.8336567638860459e-06,1.2829418117585559e-06,1.6542945320130827e-06,1.4401760458556856e-06,1.4850433221049495e-06,9.184392716224029e-07,1.1268624019790266e-06,1.0875404131526232e-06,1.1493176714133506e-06,9.996691396413497e-07,1.1442837240095296e-06,8.000535884777322e-07,9.44336520011836e-07,6.762447720310805e-07,2
4.883373842466108e-07,9.305209778745175e-07,6.689701113776845e-07,5.044184699944145e-07,8.398474920727097e-07,7.56160271029441e-07,8.281532868709445e-07,1.2112194635443147e-06,8.651316048975413e-07,1.4855800171879808e-06,1.2828809347478004e-06,8.787314654251398e-07,1.1997754344864823e-06,1.224855490881609e-06,1.3920431245538695e-06,8.56995026024539e-07,9.405284049568216e-07,1.3086981041132006e-06,1.6030116369833547e-06,1.520805659382022e-06,1.259879936228215e-06,1.2354539432979036e-06,1.309278543733918e-06,8.267188548116299e-07,1.534650236066511e-06,1.2429199878401768e-06,9.731005498392443e-07,9.118271218742797e-07,8.661377676941665e-07,5.469694313182243e-07,6.172014360623363e-07,2.813648514610967e-07,2
6.085592305665258e-07,1.3378912908213607e-06,7.514171560012316e-07,8.667269452263736e-07,8.071952667042524e-07,1.0952774457364894e-06,1.7592439700140803e-06,1.2403495566193649e-06,9.089348131002996e-07,1.3985699298758517e-06,1.5308253212557344e-06,1.924699626208453e-06,1.8102969205385424e-06,1.912386455702841e-06,1.6967002410456527e-06,2.087463856100138e-06,1.8052491511332874e-06,1.5602381602684237e-06,1.1449345205758553e-06,1.6420837296000778e-06,1.2117795968248425e-06,1.0507969509469207e-06,1.4972512967402195e-06,1.3769055766010976e-06,1.1132056803683361e-06,9.324988392962608e-07,7.67158315382952e-07,7.74377229235666e-07,1.2288461279965098e-06,7.401043616191421e-07,6.631918881586036e-07,5.798262104432585e-07,2
3.5311248685840503e-07,9.056595933965034e-07,7.618568837142466e-07,9.710677448607134e-07,1.2651210016282272e-06,1.2379145325618537e-06,1.1604863889176502e-06,1.3739186587597468e-06,1.4885447825809412e-06,1.7216400959913272e-06,1.8486012595126552e-06,1.8163910981982737e-06,2.4753480223995617e-06,2.4193193006593876e-06,2.1259410614132488e-06,2.1689445243766813e-06,2.010344626658873e-06,2.188091352460503e-06,2.262452817810909e-06,2.04973581721207e-06,1.5037564212688246e-06,1.3473387993842642e-06,1.5807135530844813e-06,1.314176431460565e-06,1.153708243350208e-06,9.779975684812467e-07,9.359024029266073e-07,6.014419753946893e-07,1.0164435962038578e-06,6.088834995862116e-07,7.637353822482129e-07,4.488861801851462e-07,2
6.454545406811059e-07,1.7562068686506595e-06,1.0001624631591413e-06,1.079086467125149e-06,1.3490609280300896e-06,1.6182865203345696e-06,1.7339689163736099e-06,2.1213322274655636e-06,1.5347555910719794e-06,1.4746425125631667e-06,1.9446826712813375e-06,2.373770584708724e-06,2.023271197023663e-06,2.467806997855554e-06,1.7772379032330074e-06,1.5051354768994903e-06,1.4445647513160916e-06,1.1325276025942179e-06,1.6730436668542868e-06,1.3715654632758446e-06,1.264569307991867e-06,1.3320967457431656e-06,1.963615341743608e-06,1.6273756340783046e-06,1.7136360747395836e-06,1.1351352533157625e-06,8.744372086027096e-07,9.038623617754098e-07,1.036813298624077e-06,7.081979626718885e-07,6.96100025993286e-07,5.310111011099191e-07,2
4.936383621196104e-07,9.810895089395405e-07,8.43037043017581e-07,5.453564816128793e-07,1.0614765137039354e-06,7.174216592687278e-07,1.0320555766662878e-06,1.0994519476930012e-06,1.2707657105044093e-06,1.0740741411301126e-06,1.1025031097375291e-06,1.1966931871726072e-06,1.8039656702200359e-06,1.4769355239304545e-06,1.2040453869753857e-06,1.592910761179725e-06,1.6435418534536917e-06,1.3820838730199672e-06,1.629845330436756e-06,1.635501203525107e-06,1.7194996555776501e-06,1.243768786503691e-06,1.409904288286481e-06,8.428952182104521e-07,1.340277921749535e-06,1.324630808141316e-06,1.1643534189628129e-06,7.374351910445113e-07,8.551829228005987e-07,7.32939987698315e-07,7.478466474742986e-07,4.728219003086915e-07,2
4.068543735824357e-07,1.579340730758034e-06,1.2972461046469485e-06,7.201816104510955e-07,1.198613075632796e-06,1.303682565521317e-06,1.369421046633944e-06,1.9200327743039153e-06,1.0277350468432842e-06,1.928460393780923e-06,1.7728993165594528e-06,1.7405988206073523e-06,2.41027154728004e-06,1.789822033804627e-06,1.989548229870557e-06,2.2485886206960148e-06,2.0455780656998736e-06,1.991679260948545e-06,3.615166540430246e-06,2.7695805184621958e-06,1.4130560147718848e-06,2.297789364805904e-06,2.3780353444606473e-06,1.5530132483024435e-06,1.4439398327277789e-06,1.3947249642832164e-06,7.57875959487455e-07,1.0003190675018043e-06,1.4281000867013012e-06,9.126817235859457e-07,8.28244165987688e-07,5.458577564007155e-07,2
4.74056017684536e-07,1.102049360176391e-06,8.169139446127184e-07,7.407532338770158e-07,1.28734686216252e-06,8.181365569639668e-07,1.3493818505615138e-06,1.1568353673652986e-06,1.1933726867338847e-06,1.4986378250910317e-06,1.368830848753728e-06,1.7177027659943748e-06,2.9910695602541126e-06,2.088530030118178e-06,1.2634472036928097e-06,2.1163488617131696e-06,1.8820596973974763e-06,1.8508043201294223e-06,3.254327984047325e-06,2.022551708515909e-06,1.7822879119142683e-06,1.8674279157157132e-06,2.4199532150604984e-06,1.4799595279478587e-06,1.6233802481327128e-06,1.284831305515039e-06,1.1519689000283205e-06,9.664470502774138e-07,1.233284107907941e-06,6.88000379898868e-07,6.00489121009733e-07,4.601098160913037e-07,2
